# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.7187271768311254,4.5,0.0,0,3.0,0,0.0,0.0,-0.0006498668432275408
 0.0994182459712556,1.733553158279127,4.5,0.0,0.29825473791376683,3.0,0,-0.00006460862166855905,0.0,-0.004671736160730061
 0.14090510564979283,1.7485085500283943,4.5,0.0,0.42271531694937853,3.0000000000000004,0,-0.00025842428422391534,0.0,-0.010080884822947854
 0.17294516000761595,1.7635922193862152,4.5,0.0,0.5188354800228479,2.999999999999999,0,-0.0005814163819261186,0.0,-0.016633447425521496
 0.20012638811303524,1.7788030336598792,4.5,0.0,0.6003791643391058,3.000000000000002,0,-0.0010335339105787176,0.0,-0.024120249430272942
 0.22422114578476504,1.7941398601566747,4.5,0.0,0.6726634373542951,2.999999999999998,0,-0.001614705475582823,0.0,-0.03240423600934256
 0.24613599134457498,1.8096015661838905,4.5,0.0,0.7384079740337249,3.0,0,-0.002324839303211197,0.0,-0.041386303886812484
 0.2664080106624542,1.8251870190488149,4.5,0.0,0.7992240319873626,3.0000000000000027,0,-0.0031638232551002786,0.0,-0.05099024446768422
 0.28538618189815684,1.8408950860587372,4.5,0.0,0.8561585456944706,3.0,0,-0.00413152484595833,0.0,-0.06115496228948737
 0.3033122238330446,1.8567246345209458,4.5,0.0,0.9099366714991339,3.0,0,-0.005227791264486162,0.0,-0.07182998477511514
 0.3203616237021365,1.8726745317427294,4.5,0.0,0.9610848711064096,3.000000000000003,0,-0.0064524493975078815,0.0,-0.08297265864256591
 0.3366664701652083,1.888743645031377,4.5,0.0,1.0099994104956251,3.00000000000001,0,-0.007805305857307785,0.0,-0.09454629287896381
 0.35232907426916676,1.9049308416941775,4.5,0.0,1.0569872228075006,3.0,0,-0.009286147012167904,0.0,-0.10651887088067138
 0.3674305487275054,1.921234989038419,4.5,0.0,1.1022916461825165,3.0,0,-0.010894739020103435,0.0,-0.11886212389700491
 0.3820364533568885,1.9376549543713906,4.5,0.0,1.146109360070666,3.0000000000000115,0,-0.012630827865789007,0.0,-0.1315508440877404
 0.396200646280186,1.954189605000381,4.5,0.0,1.1886019388405584,3.000000000000004,0,-0.014494139400670387,0.0,-0.14456236233109884
 0.4099679917599692,1.9708378082326787,4.5,0.0,1.229903975279908,2.999999999999992,0,-0.016484379386256222,0.0,-0.1578761427923678
 0.42337631373239537,1.987598431375573,4.5,0.0,1.2701289411971866,3.000000000000004,0,-0.018601233540581023,0.0,-0.17147346240471967
 0.436457836761068,2.004470341736352,4.5,0.0,1.3093735102832043,2.9999999999999916,0,-0.02084436758783459,0.0,-0.18533715348809093
 0.4492402696339523,2.0214524066223047,4.5,0.0,1.3477208089018573,3.0000000000000044,0,-0.02321342731114757,0.0,-0.1994513942335247
 0.4617476341824208,2.0385434933407196,4.5,0.0,1.385242902547263,3.0000000000000133,0,-0.025708038608526575,0.0,-0.2138015360961094
 0.4740009088372162,2.055742469198886,4.5,0.0,1.422002726511649,2.9999999999999956,0,-0.02832780755192935,0.0,-0.22837396007932884
 0.48601853508754617,2.073048201504092,4.5,0.0,1.4580556052626392,3.0000000000000187,0,-0.031072320449470503,0.0,-0.2431559559400008
 0.49781682088394813,2.090459557563627,4.5,0.0,1.493450462651845,2.9999999999999907,0,-0.033941143910747956,0.0,-0.25813561979689487
 0.5094102654728332,2.107975404684779,4.5,0.0,1.5282307964185002,3.000000000000005,0,-0.03693382491528076,0.0,-0.27330176667655043
 0.5208118235624785,2.125594610174837,4.5,0.0,1.562435470687436,2.9999999999999902,0,-0.040049890884046126,0.0,-0.2886438553023849
 0.53203312209546,2.1433160413410897,4.5,0.0,1.5960993662863807,3.0,0,-0.04328884975410493,0.0,-0.3041519230088062
 0.5430846396033804,2.161138565490826,4.5,0.0,1.6292539188101416,2.99999999999999,0,-0.046650190056304386,0.0,-0.3198165290963379
 0.5539758557315225,2.1790610499313345,4.5,0.0,1.661927567194568,2.99999999999999,0,-0.05013338099604486,0.0,-0.3356287052770115
 0.5647153767688512,2.197082361969904,4.5,0.0,1.694146130306554,3.0,0,-0.05373787253709871,0.0,-0.3515799121156231
 0.5753110417172596,2.215201368913823,4.5,0.0,1.725933125151779,3.0000000000000107,0,-0.05746309548846671,0.0,-0.36766200057417964
 0.5857700124561146,2.2334169380703806,4.5,0.0,1.7573100373683443,3.0000000000000107,0,-0.06130846159426096,0.0,-0.383867177923904
 0.5960988508157237,2.251727936746865,4.5,0.0,1.7882965524471717,3.0000000000000107,0,-0.06527336362659626,0.0,-0.4001879774169202
 0.6063035848040925,2.270133232250566,4.5,0.0,1.8189107544122782,3.0,0,-0.0693571754814793,0.0,-0.41661723120899974
 0.6163897657909025,2.2886316918887712,4.5,0.0,1.8491692973727083,3.0,0,-0.07355925227767694,0.0,-0.4331480461080596
 0.6263625181089324,2.30722218296877,4.5,0.0,1.879087554326798,3.000000000000011,0,-0.0778789304585512,0.0,-0.4497737817881804
 0.6362265822628099,2.32590357279785,4.5,0.0,1.9086797467884304,2.999999999999989,0,-0.08231552789684192,0.0,-0.4664880311646641
 0.6459863527207446,2.344674728683301,4.5,0.0,1.9379590581622343,3.0,0,-0.0868683440023829,0.0,-0.4832846026697343
 0.6556459110939308,2.3635345179324116,4.5,0.0,1.9669377332817928,2.999999999999977,0,-0.0915366598327333,0.0,-0.5001575042057818
